ID,Name,Category,Description,Nature_Type,Nature_Label,Mosleh,Calories,CookTime,Difficulty,Nationality,Ingredients_List,Recipe_Steps
"dish-3-1770148225170","ماپو توفو (Mapo Tofu)","international","ماپو توفو یکی از محبوب‌ترین و اصیل‌ترین غذاهای منطقه سیچوان چین است. این غذا با ترکیب توفوی نرم، گوشت چرخ‌کرده و سس تند لوبیای تند تهیه می‌شود و به خاطر طعم گرم، تند و بی‌حس‌کننده فلفل سیچوان شهرت دارد.","سرد","undefined","فلفل سیاه و زنجبیل","340","25","متوسط","چین","توفو نرم:500:گرم | گوشت چرخ کرده:200:گرم | خمیر لوبیای تند:40:گرم | فلفل سیچوان:0:به میزان لازم | سیر و زنجبیل رنده شده:2:حبه | پیازچه خرد شده:2:عدد | نشاسته ذرت:10:گرم | آب یا عصاره:240:میلی‌لیتر","ابتدا توفوها را به صورت مکعب‌های ۲ سانتی‌متری خرد کنید. | در یک تابه یا ووک، کمی روغن داغ کرده و گوشت چرخ‌کرده را تفت دهید تا رنگ آن کاملا قهوه‌ای و ترد شود. | خمیر لوبیای تند را به همراه سیر و زنجبیل رنده شده به گوشت اضافه کرده و حدود یک دقیقه تفت دهید تا عطر آن‌ها خارج شود. | آب یا عصاره را به تابه اضافه کنید و اجازه دهید به نقطه جوش برسد. | توفوهای مکعبی را بسیار به آرامی به سس اضافه کنید تا بافت نرم آن‌ها آسیب نبیند و اجازه دهید ۳ تا ۵ دقیقه بپزند. | نشاسته ذرت را در دو قاشق آب سرد حل کرده و به آرامی به تابه اضافه کنید و هم بزنید تا سس غلیظ و براق شود. | در مرحله آخر، پیازچه خرد شده و فلفل سیچوان را برای تزیین و عطر نهایی روی غذا ریخته و به صورت داغ همراه با برنج سرو کنید."
"dish-3-1770148243186","کاری سبز مرغ (Green Curry Chicken)","international","یک غذای اصیل و معطر تایلندی که از ترکیب سینه مرغ، شیر نارگیل و سبزیجات تازه تهیه می‌شود. این غذا به دلیل استفاده از خمیر کاری سبز و ریحان تایلندی، طعمی تند و منحصر به فرد دارد و معمولاً با برنج یاسمین سرو می‌گردد.","گرم","undefined","شربت لیمو یا عرق کاسنی","420","35","متوسط","تایلند","سینه مرغ:500:گرم | شیر نارگیل:400:پیمانه | خمیر کاری سبز:30:گرم | بادمجان کوچک:4:عدد | ریحان تایلندی:30:گرم | فلفل دلمه‌ای سبز:1:عدد | روغن مایع:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","ابتدا خمیر کاری سبز را در یک تابه بزرگ با کمی روغن مایع تفت دهید تا عطر آن کاملاً آزاد شود. | شیر نارگیل را به آرامی به تابه اضافه کرده و هم بزنید تا با خمیر کاری یکدست شود و شروع به جوشیدن کند. | سینه مرغ را به صورت مکعبی خرد کرده و به سس اضافه کنید؛ اجازه دهید تکه‌های مرغ نیم‌پز شوند. | بادمجان‌ها را خرد کرده و به همراه فلفل دلمه‌ای سبز به مواد اضافه کنید و اجازه دهید حدود ۱۰ دقیقه بپزند تا سبزیجات نرم شوند. | در مرحله آخر، برگ‌های ریحان تایلندی را اضافه کرده و پس از یک دقیقه تابه را از روی حرارت بردارید تا عطر آن حفظ شود. | خورش را در ظرف مورد نظر ریخته و همراه با برنج یاسمین بخارپز شده سرو کنید."
"dish-3-1770148261442","چیزبرگر خانگی","international","یک چیزبرگر کلاسیک و آبدار خانگی که با گوشت باکیفیت و پنیر چدار ذوب شده در نان گریل شده تهیه می‌شود. این دستور پخت طعم اصیل رستورانی را به خانه شما می‌آورد.","گرم","undefined","کاهو و پیاز قرمز","620","25","متوسط","آمریکا","گوشت چرخ کرده:600:گرم | پنیر چدار 4 ورق:4:ورق | نان همبرگر 4 عدد:4:عدد | پیاز 1 عدد:1:عدد | کاهو و گوجه فرنگی به میزان لازم:0:به میزان لازم | سس مایونز و خردل:60:میلیلیتر | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم","ابتدا پیاز را با رنده ریز رنده کرده و آب آن را کاملا بگیرید. | گوشت چرخ‌کرده را در یک کاسه بزرگ با پیاز، نمک و فلفل سیاه مخلوط کنید و به خوبی ورز دهید تا حالت چسبندگی پیدا کند. | گوشت را به ۴ قسمت مساوی تقسیم کرده و هر قسمت را به شکل گرد و پهن (کمی بزرگتر از اندازه نان) فرم دهید. | وسط برگرها را با انگشت کمی گود کنید تا موقع پخت پف نکند و شکل خود را حفظ کند. | یک تابه چدنی را روی حرارت بالا داغ کنید و برگرها را بدون افزودن روغن زیاد سرخ کنید. | در دقیقه آخر پخت، ورقه‌های پنیر چدار را روی هر گوشت قرار دهید و درب تابه را بگذارید تا پنیر ذوب شود. | نان‌های همبرگر را از وسط نصف کرده و کمی در تابه گریل کنید تا ترد شوند. | روی نان‌ها سس مایونز و خردل بزنید و سپس برگر پنیری، کاهو و برش‌های گوجه‌فرنگی را چیده و سرو کنید."
"dish-3-1770148283123","سوپ بورش (Borscht)","international","سوپ بورش یک پیش‌غذای اصیل و مقوی از اروپای شرقی است که به دلیل استفاده از چغندر قرمز، رنگی خیره‌کننده و طعمی منحصربه‌فرد دارد. این سوپ معمولاً با گوشت گاو و سبزیجات تازه تهیه شده و با خامه ترش سرو می‌شود.","معتدل","undefined","زیره سیاه یا نان تست سیردار","320","120","متوسط","اوکراین","چغندر قرمز:3:عدد | گوشت گاو با استخوان:300:گرم | کلم برگ خرد شده:200:گرم | سیب‌زمینی:2:عدد | هویج:100:گرم | پیاز:1:عدد | رب گوجه فرنگی:30:قاشق | خامه ترش برای سرو:60:میلیلیتر | آب:1500:میلیلیتر | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل سیاه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","گوشت گاو با استخوان را به همراه پیاز خرد شده و مقداری زردچوبه در قابلمه حاوی آب ریخته و روی حرارت بگذارید تا نیم‌پز شود. | چغندر قرمز، هویج و سیب‌زمینی‌ها را به صورت خلالی یا نگینی یکدست خرد کرده و به قابلمه اضافه کنید. | در اواسط پخت سبزیجات، کلم برگ خرد شده و رب گوجه فرنگی را اضافه کنید و اجازه دهید سوپ با حرارت ملایم کاملاً جا بیفتد و غلیظ شود. | در اواخر پخت، نمک و فلفل سوپ را اندازه کرده و از طعم آن اطمینان حاصل کنید. | هنگام سرو، سوپ را در بشقاب ریخته و روی هر پرس، یک قاشق (حدود ۱۵ گرم) خامه ترش برای طعم و زیبایی قرار دهید."
"dish-3-1770148326913","کاری مرغ ملایم (Chicken Curry Mild)","international","یک خوراک بین‌المللی لذیذ و معطر که با ترکیب مرغ، شیر نارگیل و ادویه‌های مخصوص تهیه می‌شود. این غذا به دلیل استفاده از شیر نارگیل بافتی کرمی و طعمی ملایم دارد که برای تمامی ذائقه‌ها مناسب است.","گرم","undefined","ماست یا دوغ تازه","420","50","متوسط","هند","مرغ تکه شده:600:گرم | شیر نارگیل:240:پیمانه | پودر کاری ملایم:25:گرم | سیب زمینی:2:عدد | پیاز بزرگ:1:عدد | روغن مایع:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","پیاز را به صورت نگینی خرد کرده و در روغن مایع تفت دهید تا طلایی و سبک شود. | تکه‌های مرغ را به پیاز اضافه کرده و تفت دهید تا تغییر رنگ دهند و کمی سرخ شوند. | پودر کاری ملایم و زردچوبه را اضافه کنید و حدود یک دقیقه تفت دهید تا عطر ادویه‌ها کاملاً آزاد شود. | سیب زمینی‌ها را به صورت مکعبی خرد کرده و به قابلمه اضافه نمایید. | شیر نارگیل را به مواد اضافه کنید. در صورت غلظت بالا می‌توانید مقدار کمی آب جوش نیز بیفزایید. حرارت را ملایم کرده و اجازه دهید مرغ و سیب زمینی کاملاً بپزند. | در اواخر پخت، نمک غذا را اندازه کنید. زمانی که سس غلیظ و جا افتاده شد، غذا آماده سرو است."
"dish-3-1770148347603","آسادو (Asado)","international","آسادو یکی از محبوب‌ترین و سنتی‌ترین روش‌های کباب کردن گوشت در آمریکای جنوبی است. در این روش، دنده‌های گوساله با حرارت بسیار ملایم و در زمان طولانی به همراه دود هیزم پخته می‌شوند تا بافتی فوق‌العاده نرم و طعمی دودی پیدا کنند.","گرم","undefined","سمنق و پیاز","2450","360","متوسط","آرژانتین","دنده گوساله با استخوان:1.5:کیلوگرم | نمک ماساژ (Sal parrillera):0:به میزان لازم | دود هیزم طبیعی:0:به میزان لازم","گوشت دنده گوساله را از ۲ ساعت قبل از پخت از یخچال خارج کنید تا کاملاً با محیط هم‌دما شود. | تمام سطوح گوشت را با مقدار کافی از نمک ماساژ (Sal parrillera) پوشانده و به خوبی ماساژ دهید. | آتش هیزم را آماده کرده و صبر کنید تا هیزم‌ها به ذغال‌های پایدار و یکنواخت تبدیل شوند و شعله مستقیم فروکش کند. | دنده‌ها را ابتدا از سمت استخوان روی حرارت ملایم و غیرمستقیم قرار دهید. | گوشت را به آرامی و در زمان طولانی (حدود ۵ تا ۶ ساعت) کباب کنید تا چربی‌ها ذوب شده و بافت گوشت نرم شود. | در طول فرآیند پخت، اجازه دهید دود هیزم طبیعی به خوبی جذب گوشت شود تا طعم اصیل آسادو ایجاد شود. | زمانی که گوشت به راحتی از استخوان جدا شد، آن را از روی حرارت برداشته و پس از چند دقیقه استراحت برش بزنید."
"dish-3-1770148364578","چیکن کاتسو (Chicken Katsu)","international","یک غذای محبوب و ترد ژاپنی که از سینه مرغ سوخاری شده با پودر سوخاری مخصوص پانکو تهیه می‌شود و معمولاً همراه با سالاد کلم و سس مخصوص سرو می‌گردد.","سرد","undefined","سس مخصوص کاتسو (گرم) و زنجبیل","520","35","متوسط","ژاپن","سینه مرغ:800:گرم | آرد سفید:125:گرم | تخم‌مرغ:3:عدد | پودر سوخاری پانکو:250:گرم | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم | روغن برای سرخ کردن:300:میلی‌لیتر","سینه مرغ را از پهنا به لایه‌های نازک‌تر برش داده و با بیفتک‌کوب کمی بکوبید تا ضخامت یکنواختی پیدا کند، سپس دو طرف مرغ‌ها را با نمک و فلفل سیاه مزه‌دار کنید. | سه ظرف جداگانه آماده کنید: در ظرف اول آرد سفید، در ظرف دوم تخم‌مرغ‌های زده شده و در ظرف سوم پودر سوخاری پانکو را بریزید. | تکه‌های مرغ را ابتدا در آرد سفید غلتانده و آرد اضافی آن را بگیرید، سپس کاملاً به تخم‌مرغ آغشته کرده و در نهایت در پودر پانکو بغلتانید و کمی فشار دهید تا پودر به مرغ بچسبد. | روغن را در یک تابه مناسب داغ کنید و مرغ‌ها را روی حرارت متوسط به مدت ۴ تا ۵ دقیقه برای هر طرف سرخ کنید تا طلایی و کاملاً ترد شوند. | مرغ‌های سرخ شده را به مدت یک دقیقه روی توری قرار دهید تا روغن اضافی خارج شود، سپس آن‌ها را به صورت نواری برش زده و با کلم خرد شده سرو کنید."
"dish-3-1770148381705","Tortilla Española (تورتیلای اسپانیایی)","international","تورتیلای اسپانیایی یا املت سیب‌زمینی، یکی از سنتی‌ترین و محبوب‌ترین غذاهای کشور اسپانیا است که از ترکیب ساده سیب‌زمینی، پیاز و تخم‌مرغ تهیه شده و بافتی نرم و لذیذ دارد.","معتدل","undefined","فلفل سیاه، سبزیجات معطر","345","45","متوسط","اسپانیا","سیب‌زمینی متوسط:800:عدد | تخم‌مرغ:6:عدد | پیاز بزرگ:1:عدد | روغن زیتون:250:قاشق | نمک و فلفل و زردچوبه:1:به میزان لازم","سیب‌زمینی‌ها را پوست گرفته و به صورت ورقه‌های نازک و یکدست برش بزنید. پیاز را نیز به صورت خلالی نازک خرد کنید. | روغن زیتون را در تابه بزرگی ریخته و روی حرارت ملایم گرم کنید. سیب‌زمینی و پیاز را اضافه کرده و اجازه دهید حدود ۱۵ تا ۲۰ دقیقه به آرامی بپزند تا نرم شوند (دقت کنید که نباید سرخ یا طلایی شوند). | در یک کاسه بزرگ، تخم‌مرغ‌ها را شکسته و با چنگال هم بزنید تا یکدست شوند. کمی نمک و فلفل به آن اضافه کنید. | سیب‌زمینی و پیاز پخته شده را با صافی از روغن خارج کرده و به کاسه تخم‌مرغ‌ها اضافه کنید. مخلوط را ۱۰ دقیقه کنار بگذارید تا طعم‌ها با هم ترکیب شده و سیب‌زمینی کمی از تخم‌مرغ را جذب کند. | حدود ۲ قاشق غذاخوری از روغن زیتون باقی‌مانده را در تابه ریخته و مایه تورتیلا را داخل آن بریزید. با پشت قاشق سطح آن را صاف کنید. | زمانی که لبه‌های املت سفت شد و زیر آن طلایی شد، یک بشقاب تخت بزرگ را روی تابه قرار داده و با احتیاط تابه را برگردانید. | تورتیلا را به آرامی از بشقاب به داخل تابه بلغزانید تا طرف دیگر آن هم به مدت ۳ تا ۵ دقیقه سرخ و طلایی شود."
"dish-3-1770148403307","Spaghetti Carbonara (اسپاگتی کربونارا)","international","یک پاستای اصیل و محبوب ایتالیایی که با سس خامه‌ای حاصل از ترکیب تخم‌مرغ و پنیر پارمزان، به همراه تکه‌های ترد گوشت تهیه می‌شود.","گرم","undefined","جعفری تازه و فلفل سیاه","625","20","متوسط","ایتالیا","اسپاگتی:400:گرم | تخم‌مرغ:4:عدد | پنیر پارمزان یا پکورینو:100:گرم | گوشت غاز یا بیکن:100:گرم | فلفل سیاه فراوان:0:به میزان لازم | نمک و فلفل و زردچوبه:0:به میزان لازم","ابتدا در یک قابلمه بزرگ، آب را به همراه مقداری نمک به جوش آورده و اسپاگتی را تا مرحله‌ای که کمی سفت باشد (آل‌دنته) بپزید. | در حین پخت پاستا، گوشت غاز یا بیکن را در یک تابه بزرگ تفت دهید تا کاملاً ترد و برشته شود. | در یک کاسه متوسط، تخم‌مرغ‌ها را با پنیر پارمزان یا پکورینو و مقداری فلفل سیاه مخلوط کنید تا ترکیبی یکنواخت به دست آید. | قبل از آبکش کردن پاستا، حدود یک پیمانه از آب آن را بردارید؛ سپس پاستا را آبکش کرده و بلافاصله به تابه حاوی گوشت اضافه کنید. | تابه را از روی حرارت بردارید (این مرحله برای جلوگیری از لخته شدن تخم‌مرغ حیاتی است) و مخلوط تخم‌مرغ و پنیر را اضافه کنید. | مواد را سریع هم بزنید تا گرمای پاستا باعث ذوب شدن پنیر و ایجاد یک سس خامه‌ای شود؛ در صورت نیاز کمی از آب پاستای گرم را برای رسیدن به غلظت مطلوب اضافه کنید. | در نهایت غذا را با فلفل سیاه فراوان تزیین کرده و به صورت گرم سرو نمایید."
"dish-3-1770148427755","بورک مرغ و پنیر (Börek)","international","بورک مرغ و پنیر یک غذای ترد و لذیذ است که از ترکیب مرغ ریش شده، پنیر و سبزیجات معطر در لایه‌های خمیر یوفکا تهیه می‌شود. این غذا به عنوان یک پیش‌غذا یا میان‌عده محبوب بین‌المللی شناخته می‌شود.","معتدل","undefined","سیاه‌دانه و سبزیجات","420","45","متوسط","ترکیه","خمیر یوفکا:400:گرم | سینه مرغ پخته و ریش شده:300:گرم | پنیر پیتزا یا لور:150:گرم | جعفری خرد شده:50:گرم | کره ذوب شده:50:گرم | شیر:120:پیمانه | تخم‌مرغ:1:عدد | کنجد:0:به میزان لازم | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم","ابتدا سینه مرغ پخته و ریش شده را در یک ظرف بزرگ با پنیر پیتزا (یا لور) و جعفری خرد شده کاملاً مخلوط کنید تا مایه میانی بورک یکدست شود. | کره ذوب شده را با نیمی از شیر مخلوط کرده و کنار بگذارید تا برای مرطوب کردن لایه‌های خمیر استفاده شود. | یک لایه از خمیر یوفکا را باز کرده و با استفاده از برس، سطح آن را به مخلوط کره و شیر آغشته کنید تا خمیر نرم و انعطاف‌پذیر شود. | مقداری از مخلوط مرغ و پنیر را در لبه خمیر قرار داده و خمیر را به شکل لوله‌ای (سیگارتی) یا به صورت گل بپیچید. | زرده تخم‌مرغ را با باقی‌مانده شیر مخلوط کرده و با برس روی سطح بورک‌ها بمالید، سپس برای تزئین مقداری کنجد روی آن‌ها بپاشید. | بورک‌ها را در سینی فر چیده و در فر از قبل گرم شده با دمای ۱۸۰ درجه سانتی‌گراد به مدت ۲۰ تا ۳۰ دقیقه قرار دهید تا سطح آن‌ها طلایی و ترد شود."
"dish-3-1770853484001","بال مرغ لیمویی فلفلی (Lemon Pepper)","international","بال مرغ ترد و لذیذ با طعم کلاسیک لیمو و فلفل سیاه که به روش تنوری تهیه می‌شود و به دلیل استفاده از بیکینگ پودر، بافتی بسیار ترد و کرانچی پیدا می‌کند.","گرم","undefined","شربت سکنجبین یا عسل","380","60","آسان","آمریکا","بال مرغ:1:گرم | پوست لیموی رنده شده:12:گرم | فلفل سیاه نیم‌کوب:0:به میزان لازم | آبلیموی تازه:45:میلیلیتر | بیکینگ پودر:5:گرم | نمک و فلفل و زردچوبه:1:به میزان لازم","ابتدا بال‌های مرغ را شسته و با دستمال آشپزخانه کاملاً خشک کنید تا رطوبتی باقی نماند. | در یک کاسه بزرگ، بال‌ها را با نمک، فلفل سیاه نیم‌کوب و بیکینگ پودر مخلوط کنید تا تمام سطوح مرغ به مواد آغشته شود. | بال‌ها را روی توری فلزی که روی سینی فر قرار داده شده بچینید تا جریان هوا باعث ترد شدن تمام قسمت‌های آن شود. | سینی را در فر از پیش گرم شده با دمای ۲۰۰ درجه سانتی‌گراد به مدت ۴۵ تا ۵۰ دقیقه قرار دهید تا بال‌ها کاملاً برشته و طلایی شوند. | در یک ظرف بزرگ، آبلیموی تازه و پوست لیموی رنده شده را با هم مخلوط کنید. | بلافاصله پس از خارج کردن بال‌های داغ از فر، آن‌ها را در ظرف مخلوط لیمو ریخته و خوب زیر و رو کنید تا طعم‌دار شوند. | بال‌های آماده شده را در ظرف مورد نظر چیده و به صورت گرم سرو کنید."
"dish-3-1770853534566","خوراک کتف و بال مرغ با سبزیجات","khorak","یک خوراک خانگی خوشمزه و مقوی که از ترکیب کتف و بال مرغ سرخ شده با سبزیجات تازه در سس گوجه‌فرنگی غلیظ و معطر تهیه می‌شود. این غذا به دلیل پخت آرام، طعم تمامی مواد را به خوبی به خود می‌گیرد.","سرد","undefined","زیره و آویشن","480","60","آسان","ir","کتف و بال:800:گرم | سیب زمینی:400:عدد | هویج:200:گرم | فلفل دلمه‌ای:150:عدد | رب گوجه فرنگی:60:قاشق | ادویه کاری:0:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل سیاه و زرد چوبه:1:به میزان لازم | روغن مایع:1:به میزان لازم | آب جوش:300:میلیلیتر","ابتدا کتف و بال‌های مرغ را کاملاً پاک کرده و بشویید، سپس اجازه دهید آب اضافه آن‌ها خارج شود. | در یک تابه بزرگ، روغن مایع را ریخته و پس از داغ شدن، مرغ‌ها را به همراه زردچوبه اضافه کنید و تفت دهید تا دو طرف آن‌ها طلایی شود. | سیب‌زمینی‌ها، هویج‌ها و فلفل دلمه‌ای را به صورت نگینی درشت یا حلقه‌ای خرد کرده و به تابه اضافه کنید و به مدت ۵ دقیقه با مرغ‌ها تفت دهید. | رب گوجه‌فرنگی را در یک ظرف جداگانه با آب جوش، ادویه کاری، نمک و فلفل سیاه مخلوط کنید تا سس یکنواختی به دست آید. | سس آماده شده را روی مواد داخل تابه بریزید تا سطح مواد را بپوشاند. | درب ظرف را گذاشته و حرارت را ملایم کنید؛ اجازه دهید خوراک به مدت ۴۵ تا ۶۰ دقیقه به آرامی پخته شده و سس آن غلیظ شود."
"dish-3-1770853689130","بادمجان لونگی","dessert","بادمجان لونگی یکی از غذاهای اصیل و بسیار خوش‌طعم خطه شمال ایران است که ترکیبی از طعم‌های ترش و ملس را با بافتی نرم و لذیذ ارائه می‌دهد. این غذا معمولاً به عنوان پیش‌غذا یا در کنار برنج سرو می‌شود.","گرم","undefined","کشش یا انار","840","45","متوسط","ir","بادمجان قلمی:4:عدد | گردو چرخ شده:100:گرم | رب انار:20:قاشق | سیر:2:حبه | پیاز کوچک:1:عدد | روغن مایع:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","بادمجان‌ها را پوست گرفته و یک شکاف عمودی در میانه آن‌ها ایجاد کنید، به گونه‌ای که شکم بادمجان باز شود اما از هم جدا نشود. | در یک تابه، بادمجان‌ها را با روغن مایع سرخ کنید تا کاملاً نرم و طلایی شوند، سپس آن‌ها را کنار بگذارید تا خنک شوند. | پیاز را رنده کرده و آب آن را کاملاً با فشار دست بگیرید. سیر را نیز له یا رنده کنید. | در یک کاسه، گردو چرخ شده، رب انار، پیاز رنده شده، سیر، نمک و فلفل را با هم ترکیب کنید تا خمیر غلیظ و یکنواختی به دست آید. | داخل شکم بادمجان‌های سرخ شده را با مخلوط گردو و رب انار پر کنید. | بادمجان‌های پر شده را مجدداً در تابه چیده، درب آن را بگذارید و به مدت ۱۰ دقیقه با حرارت بسیار ملایم قرار دهید تا طعم مواد کاملاً به خورد بادمجان برود."
"dish-3-1770856639426","دولسوت بی‌بیم‌باپ (ظرف سنگی)","international","یکی از محبوب‌ترین و اصیل‌ترین غذاهای کره‌ای که در ظرف سنگی داغ سرو می‌شود. ویژگی خاص این غذا، ایجاد لایه ترد و برشته برنج در کف ظرف (نورونجی) و پخته شدن مواد با حرارت باقی‌مانده سنگ است.","گرم","undefined","شربت سکنجبین بعد از غذا","620","50","متوسط","کره جنوبی","برنج دانه کوتاه:720:پیمانه | گوشت راسته گوساله:300:گرم | جوانه گندم:150:گرم | سرخس کوهی:100:گرم | ریشه گل‌قاصدک یا جینسینگ:50:گرم | تخم‌مرغ:4:عدد | روغن کنجد:60:به میزان لازم | سس مخصوص بیبیم‌باپ:100:میلی‌لیتر | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل سیاه:1:به میزان لازم","ابتدا برنج دانه کوتاه را شسته و به صورت کته بپزید تا کاملاً نرم شود. | گوشت راسته را به صورت نوارهای باریک برش زده و با مقداری روغن کنجد و فلفل تفت دهید تا کاملاً پخته شود. | جوانه گندم و سرخس کوهی را جداگانه بلانچ کرده (کمی در آب جوش قرار داده و سپس سرد کنید) و با کمی نمک مزه‌دار نمایید. | ظرف سنگی (دوالسوت) را با مقدار فراوانی روغن کنجد کاملاً چرب کرده و روی حرارت مستقیم قرار دهید تا سنگ کاملاً داغ شود. | یک پیمانه از برنج پخته را داخل ظرف سنگی داغ بریزید و اجازه دهید صدای جلز و ولز برنج بلند شود تا کف آن برشته شود. | گوشت تفت داده شده، جوانه گندم، سرخس و ریشه گل‌قاصدک را به صورت مجزا و با نظم روی برنج بچینید. | یک عدد تخم‌مرغ خام را در مرکز ظرف روی مواد بشکنید. حرارت ظرف سنگی باعث پختن تدریجی تخم‌مرغ می‌شود. | سس مخصوص را اضافه کرده و بلافاصله ظرف را از روی حرارت برداشته و سرو کنید. | قبل از خوردن، تمام مواد را با قاشق در همان ظرف داغ به خوبی هم بزنید تا با هم ترکیب و پخته شوند."
"dish-3-1771343394090","نیمرو با خرما (قیساوا)","khorak","یک غذای سنتی، مقوی و خوش‌طعم آذربایجانی که به دلیل ترکیب خرما، گردو و تخم‌مرغ، منبع عالی انرژی برای وعده صبحانه یا میان‌عده است.","گرم","undefined","گردو | آب لیموترش تازه","420","15","آسان","ir","تخم مرغ:6:عدد | خرمای بدون هسته:20:عدد | کره:50:گرم | گردو خرد شده:60:پیمانه | پودر دارچین:0:به میزان لازم","ابتدا هسته خرماها را جدا کرده و در صورت سفت بودن پوست، آن‌ها را جدا کنید. | کره را در یک تابه نچسب روی حرارت ملایم ذوب کنید. | خرماها را به کره اضافه کرده و با پشت قاشق کمی فشار دهید و تفت دهید تا کاملاً نرم و یکدست شوند. | گردوهای خرد شده را به تابه اضافه کرده و حدود یک دقیقه همراه با خرما تفت دهید تا بوی خامی آن گرفته شود. | تخم‌مرغ‌ها را در ظرفی جداگانه شکسته، کمی هم بزنید تا از لختگی خارج شوند و سپس روی مخلوط خرما و گردو بریزید. | پودر دارچین را روی مواد بپاشید و به آرامی هم بزنید تا تخم‌مرغ‌ها بسته شده و پخته شوند، سپس به صورت گرم سرو کنید."
"dish-3-1771724051453","اکبر جوجه با ادویه مخصوص شمالی","khorak","اکبر جوجه یکی از مشهورترین غذاهای محلی استان مازندران است که از جوجه‌های تازه و کوچک تهیه می‌شود. ویژگی بارز این غذا سرخ شدن طولانی مدت در ترکیب کره و روغن و سرو شدن آن با رب نارنج اصیل شمالی است که طعمی ملس و لذیذ به آن می‌بخشد.","گرم","undefined","دوغ، ماست","820","130","متوسط","ir","جوجه محلی:1800:گرم | دلار(دَرار یا دَلال هم گفته میشه ) یا سبزی معطر شمالی:60:گرم | کره:100:گرم | روغن مایع:1:به میزان لازم | رب نارنج:60:میلیلیتر | گلپر:0:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم","ابتدا جوجه‌ها را تمیز شسته و از وسط به دو نیم تقسیم کنید، سپس آن‌ها را کاملاً خشک نمایید. | تمام سطوح جوجه‌ها را با مخلوط دلار شمالی، گلپر و زردچوبه ماساژ دهید و به مدت حداقل ۲ ساعت در یخچال قرار دهید تا مزه‌ها به خورد گوشت برود. | در یک قابلمه عمیق و مناسب، روغن مایع و کره را بریزید و روی حرارت قرار دهید تا کاملاً داغ و ذوب شوند. | جوجه‌ها را به آرامی داخل ترکیب روغن و کره داغ قرار داده، حرارت را ملایم کنید و درب قابلمه را بگذارید. این کار باعث می‌شود جوجه‌ها با بخار خود مغزپخت شده و همزمان سرخ شوند. | بعد از حدود ۱.۵ تا ۲ ساعت که جوجه‌ها کاملاً طلایی و برشته شدند، آن‌ها را از روغن خارج کرده و در آبکش قرار دهید تا روغن اضافی‌شان گرفته شود. | جوجه‌های آماده شده را در ظرف مورد نظر چیده و رب نارنج را به عنوان سس در کنار غذا قرار دهید. این غذا معمولاً با کته زعفرانی سرو می‌شود."
"dish-3-1775503642243","یوفو کباب رژیمی با نان جو","kabab","یک نسخه سالم‌تر از کباب یوفو که با استفاده از گوشت کم‌چرب و نان جو سبوس‌دار تهیه می‌شود.","سرد","undefined","زنجبیل و عسل","450","40","آسان","ترکیه","سینه مرغ چرخ‌کرده:125000:گرم | نان جو نازک:4:واحد | کدو سبز رنده شده:100:گرم | پیازچه خرد شده:3:عدد | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل و زردچوبه:1:به میزان لازم | نمک و فلفل سیاه:1:به میزان لازم","سینه مرغ را با کدو سبز رنده شده (بدون آب) و پیازچه و ادویه مخلوط کنید | یک لایه نازک از مواد را روی نان جو قرار دهید | نان دوم را روی آن گذاشته و در دستگاه ساندویچ‌ساز یا تابه دوطرفه بدون روغن گریل کنید | پس از 15 دقیقه کباب آماده است"
